y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
314.25,60.09,644,14220,0.255,47.6,644,0.0,0,0.0,True,1.0
327.04,95.02,419,14220,0.438,31.92,419,0.0,0,0.0,True,1.0
331.86,120.54,375,14220,0.05,27.63,375,0.0,0,0.0,False,0.0
334.24,100.31,475,14220,0.108,28.38,475,0.0,0,0.0,False,0.0
334.73,33.01,497,14220,0.421,34.54,497,0.0,0,0.0,True,1.0
336.17,68.77,484,14220,0.33,40.14,484,0.0,0,0.0,True,1.0
335.9,81.12,438,14220,0.507,31.36,438,0.0,0,0.0,True,1.0
344.34,64.45,247,14220,0.282,20.35,247,0.0,0,0.0,False,0.0
343.66,64.13,265,14220,0.326,19.24,265,0.0,1,0.04,False,0.0
336.44,67.81,447,14220,0.258,34.84,447,0.0,1,0.04,True,1.0
335.42,79.07,405,14220,0.391,30.03,405,0.0,1,0.04,True,1.0
334.24,101.15,472,14220,0.136,25.71,472,0.0,1,0.04,False,0.0
331.76,120.62,350,14220,0.029,27.87,350,0.0,1,0.04,False,0.0
326.15,98.0,485,14220,0.503,42.14,485,0.0,1,0.04,True,1.0
312.03,59.06,669,14220,0.286,42.3,669,0.0,1,0.04,True,1.0
333.4,31.34,386,14220,0.357,28.87,386,0.0,1,0.04,False,0.0
340.99,35.78,165,14220,0.572,16.57,165,0.0,2,0.08,False,0.0
348.1,88.88,132,14220,0.614,12.23,132,0.0,2,0.08,False,0.0
344.81,25.84,137,14220,0.488,13.02,137,0.0,2,0.08,False,0.0
343.35,64.06,314,14220,0.411,23.67,314,0.0,2,0.08,False,0.0
333.38,102.28,493,14220,0.197,32.35,493,0.0,2,0.08,True,1.0
335.16,79.97,445,14220,0.511,35.11,445,0.0,2,0.08,True,1.0
333.12,32.95,439,14220,0.278,28.41,439,0.0,2,0.08,False,0.0
331.34,120.63,308,14220,0.123,27.82,308,0.0,2,0.08,False,0.0
325.67,100.02,671,14220,0.491,50.11,671,0.0,2,0.08,True,1.0
326.12,77.0,143,14220,0.631,12.82,143,0.0,2,0.08,False,0.0
312.71,58.11,614,14220,0.177,40.05,614,0.0,2,0.08,True,1.0
333.52,62.71,506,14220,0.086,32.94,506,0.0,2,0.08,True,1.0
343.82,63.91,254,14220,0.444,19.53,254,0.0,3,0.12,False,0.0
335.2,102.16,487,14220,0.229,28.11,487,0.0,3,0.12,False,0.0
334.9,62.41,528,14220,0.177,32.12,528,0.0,3,0.12,True,1.0
335.7,79.95,446,14220,0.462,33.04,446,0.0,3,0.12,True,1.0
331.26,120.59,370,14220,0.162,32.67,370,0.0,3,0.12,True,1.0
325.69,103.91,592,14220,0.488,46.54,592,0.0,3,0.12,True,1.0
309.69,57.15,653,14220,0.191,42.71,653,0.0,3,0.12,True,1.0
332.25,31.95,395,14220,0.284,27.92,395,0.0,3,0.12,False,0.0
306.79,55.74,654,14220,0.163,41.39,654,0.0,4,0.16,True,1.0
325.71,106.87,534,14220,0.477,44.53,534,0.0,4,0.16,True,1.0
331.08,118.8,412,14220,0.388,31.26,412,0.0,4,0.16,True,1.0
333.01,32.03,395,14220,0.342,27.42,395,0.0,4,0.16,False,0.0
335.31,61.98,545,14220,0.34,35.97,545,0.0,4,0.16,True,1.0
335.75,77.97,420,14220,0.442,29.51,420,0.0,4,0.16,True,1.0
337.14,101.34,435,14220,0.188,30.04,435,0.0,4,0.16,True,1.0
343.84,62.92,244,14220,0.386,16.24,244,0.0,4,0.16,False,0.0
335.27,76.09,423,14220,0.428,31.79,423,0.0,5,0.2,True,1.0
343.28,59.28,222,14220,0.401,16.0,222,0.0,5,0.2,False,0.0
337.14,101.43,412,14220,0.147,30.72,412,0.0,5,0.2,True,1.0
334.9,59.11,538,14220,0.446,36.69,538,0.0,5,0.2,True,1.0
299.22,51.99,625,14220,0.325,41.6,625,0.0,5,0.2,True,1.0
331.88,84.7,300,14220,0.212,32.0,300,0.0,5,0.2,True,1.0
325.17,109.59,616,14220,0.466,54.4,616,0.0,5,0.2,True,1.0
333.01,31.97,413,14220,0.363,28.59,413,0.0,5,0.2,False,0.0
330.91,118.72,346,14220,0.463,28.16,346,0.0,5,0.2,False,0.0
334.77,75.07,465,14220,0.425,37.32,465,0.0,6,0.24,True,1.0
342.73,77.06,278,14220,0.564,23.03,278,0.0,6,0.24,False,0.0
342.95,57.97,269,14220,0.528,20.68,269,0.0,6,0.24,False,0.0
336.94,101.23,457,14220,0.165,40.52,457,0.0,6,0.24,True,1.0
336.51,65.75,506,14220,0.318,37.96,506,0.0,6,0.24,True,1.0
334.85,55.39,566,14220,0.355,48.4,566,0.0,6,0.24,True,1.0
333.02,31.94,432,14220,0.38,29.85,432,0.0,6,0.24,True,1.0
330.85,117.88,335,14220,0.49,28.57,335,0.0,6,0.24,False,0.0
331.69,84.72,307,14220,0.176,31.77,307,0.0,6,0.24,True,1.0
324.89,107.19,703,14220,0.451,54.38,703,0.0,6,0.24,True,1.0
300.66,52.2,619,14220,0.171,40.3,619,0.0,6,0.24,True,1.0
334.04,109.86,459,14220,0.516,38.38,459,0.0,6,0.24,True,1.0
335.08,52.28,534,14220,0.429,41.08,534,0.0,7,0.28,True,1.0
337.51,64.09,539,14220,0.173,42.36,539,0.0,7,0.28,True,1.0
337.26,100.25,530,14220,0.174,41.51,530,0.0,7,0.28,True,1.0
334.63,110.91,459,14220,0.386,34.66,459,0.0,7,0.28,True,1.0
342.95,77.13,239,14220,0.584,21.4,239,0.0,7,0.28,False,0.0
334.47,75.12,435,14220,0.319,38.94,435,0.0,7,0.28,True,1.0
331.95,84.7,307,14220,0.188,32.09,307,0.0,7,0.28,True,1.0
324.64,107.88,725,14220,0.346,54.34,725,0.0,7,0.28,True,1.0
295.96,51.09,728,14220,0.199,44.29,728,0.0,7,0.28,True,1.0
333.76,32.07,384,14220,0.318,28.03,384,0.0,7,0.28,False,0.0
343.17,76.94,225,14220,0.545,18.03,225,0.0,8,0.32,False,0.0
337.75,99.94,558,14220,0.221,37.5,558,0.0,8,0.32,True,1.0
337.69,63.96,541,14220,0.21,44.13,541,0.0,8,0.32,True,1.0
336.18,52.91,566,14220,0.484,43.3,566,0.0,8,0.32,True,1.0
335.17,110.2,349,14220,0.497,27.97,349,0.0,8,0.32,False,0.0
333.9,31.85,375,14220,0.305,29.42,375,0.0,8,0.32,True,1.0
332.2,84.71,314,14220,0.193,33.15,314,0.0,8,0.32,True,1.0
324.57,107.97,647,14220,0.28,52.83,647,0.0,8,0.32,True,1.0
294.89,49.12,718,14220,0.188,44.13,718,0.0,8,0.32,True,1.0
334.71,74.25,477,14220,0.352,38.95,477,0.0,8,0.32,True,1.0
336.33,46.18,570,14220,0.389,44.62,570,0.0,9,0.36,True,1.0
342.97,75.02,267,14220,0.582,23.14,267,0.0,9,0.36,False,0.0
337.86,63.29,552,14220,0.197,48.58,552,0.0,9,0.36,True,1.0
336.77,100.03,538,14220,0.275,35.45,538,0.0,9,0.36,True,1.0
334.8,113.9,364,14220,0.271,27.11,364,0.0,9,0.36,False,0.0
291.76,48.19,696,14220,0.173,44.2,696,0.0,9,0.36,True,1.0
331.95,84.75,344,14220,0.221,35.45,344,0.0,9,0.36,True,1.0
331.87,31.1,411,14220,0.36,29.61,411,0.0,9,0.36,True,1.0
324.57,107.98,630,14220,0.234,53.17,630,0.0,9,0.36,True,1.0
335.06,73.09,511,14220,0.444,39.2,511,0.0,9,0.36,True,1.0
335.7,72.01,551,14220,0.465,39.26,551,0.0,10,0.4,True,1.0
336.33,46.81,571,14220,0.426,42.5,571,0.0,10,0.4,True,1.0
334.83,113.93,327,14220,0.278,28.74,327,0.0,10,0.4,False,0.0
334.06,97.04,519,14220,0.325,32.18,519,0.0,10,0.4,True,1.0
338.45,62.83,543,14220,0.238,46.75,543,0.0,10,0.4,True,1.0
331.77,31.1,406,14220,0.33,32.18,406,0.0,10,0.4,True,1.0
324.46,108.35,577,14220,0.177,51.6,577,0.0,10,0.4,True,1.0
287.87,47.21,718,14220,0.22,44.93,718,0.0,10,0.4,True,1.0
331.78,84.74,385,14220,0.252,38.05,385,0.0,10,0.4,True,1.0
339.04,61.83,511,14220,0.243,43.18,511,0.0,11,0.44,True,1.0
337.1,42.9,563,14220,0.49,41.67,563,0.0,11,0.44,True,1.0
336.05,71.07,551,14220,0.486,40.15,551,0.0,11,0.44,True,1.0
335.13,96.78,512,14220,0.239,31.82,512,0.0,11,0.44,True,1.0
332.47,84.81,363,14220,0.196,33.33,363,0.0,11,0.44,True,1.0
329.08,30.19,407,14220,0.334,28.98,407,0.0,11,0.44,False,0.0
321.01,108.87,688,14220,0.359,48.3,688,0.0,11,0.44,True,1.0
286.79,45.51,679,14220,0.138,42.99,679,0.0,11,0.44,True,1.0
331.16,115.72,411,14220,0.061,26.7,411,0.0,11,0.44,False,0.0
336.12,69.33,522,14220,0.459,42.72,522,0.0,12,0.48,True,1.0
338.13,60.24,566,14220,0.247,37.38,566,0.0,12,0.48,True,1.0
337.21,39.95,571,14220,0.466,42.72,571,0.0,12,0.48,True,1.0
332.6,85.51,373,14220,0.259,36.36,373,0.0,12,0.48,True,1.0
284.73,44.16,695,14220,0.156,44.37,695,0.0,12,0.48,True,1.0
331.23,115.59,437,14220,0.092,29.37,437,0.0,12,0.48,True,1.0
330.67,30.03,378,14220,0.336,33.69,378,0.0,12,0.48,True,1.0
318.04,108.91,697,14220,0.355,52.38,697,0.0,12,0.48,True,1.0
332.07,95.95,544,14220,0.299,34.51,544,0.0,12,0.48,True,1.0
338.03,60.02,576,14220,0.225,40.84,576,0.0,13,0.52,True,1.0
336.76,70.71,506,14220,0.505,41.45,506,0.0,13,0.52,True,1.0
337.01,39.99,553,14220,0.454,40.84,553,0.0,13,0.52,True,1.0
333.32,85.67,382,14220,0.18,38.78,382,0.0,13,0.52,True,1.0
325.38,117.67,511,14220,0.14,47.2,511,0.0,13,0.52,True,1.0
325.08,30.08,440,14220,0.23,38.78,440,0.0,13,0.52,True,1.0
316.07,109.02,668,14220,0.378,52.33,668,0.0,13,0.52,True,1.0
278.29,42.17,604,14220,0.266,43.09,604,0.0,13,0.52,True,1.0
325.05,91.64,417,14220,0.183,45.76,417,0.0,13,0.52,True,1.0
336.96,40.0,520,14220,0.388,36.18,520,0.0,14,0.56,True,1.0
338.63,60.74,493,14220,0.17,34.77,493,0.0,14,0.56,True,1.0
337.07,112.78,234,14220,0.498,19.2,234,0.0,14,0.56,False,0.0
336.7,68.92,468,14220,0.451,39.42,468,0.0,14,0.56,True,1.0
333.65,85.83,358,14220,0.208,39.01,358,0.0,14,0.56,True,1.0
275.25,41.35,602,14220,0.25,44.07,602,0.0,14,0.56,True,1.0
323.98,90.97,658,14220,0.229,45.89,658,0.0,14,0.56,True,1.0
315.04,109.26,739,14220,0.32,51.34,739,0.0,14,0.56,True,1.0
324.8,117.41,645,14220,0.136,50.94,645,0.0,14,0.56,True,1.0
324.19,30.03,513,14220,0.203,46.09,513,0.0,14,0.56,True,1.0
275.06,41.09,716,14220,0.301,42.45,716,0.0,15,0.6,True,1.0
313.03,108.8,701,14220,0.309,47.0,701,0.0,15,0.6,True,1.0
323.85,29.93,592,14220,0.266,48.73,592,0.0,15,0.6,True,1.0
324.44,91.89,633,14220,0.249,48.95,633,0.0,15,0.6,True,1.0
334.22,86.15,409,14220,0.224,40.5,409,0.0,15,0.6,True,1.0
336.94,38.17,480,14220,0.331,34.65,480,0.0,15,0.6,True,1.0
337.13,112.82,238,14220,0.494,19.49,238,0.0,15,0.6,False,0.0
338.55,60.17,418,14220,0.251,32.06,418,0.0,15,0.6,True,1.0
324.62,117.65,698,14220,0.14,55.23,698,0.0,15,0.6,True,1.0
337.76,60.05,521,14220,0.168,32.6,521,0.0,16,0.64,True,1.0
330.71,113.84,351,14220,0.477,28.2,351,0.0,16,0.64,False,0.0
336.88,37.79,461,14220,0.284,34.59,461,0.0,16,0.64,True,1.0
334.75,86.83,443,14220,0.291,41.19,443,0.0,16,0.64,True,1.0
323.76,91.03,674,14220,0.221,47.99,674,0.0,16,0.64,True,1.0
322.97,117.9,719,14220,0.285,50.99,719,0.0,16,0.64,True,1.0
310.99,108.78,689,14220,0.292,45.99,689,0.0,16,0.64,True,1.0
274.89,40.49,726,14220,0.18,42.79,726,0.0,16,0.64,True,1.0
323.83,30.05,619,14220,0.306,49.39,619,0.0,16,0.64,True,1.0
336.77,60.07,499,14220,0.061,27.84,499,0.0,17,0.68,False,0.0
335.17,87.57,410,14220,0.232,35.52,410,0.0,17,0.68,True,1.0
333.08,35.8,497,14220,0.305,33.41,497,0.0,17,0.68,True,1.0
330.5,113.82,367,14220,0.396,29.95,367,0.0,17,0.68,True,1.0
322.86,29.83,633,14220,0.321,47.62,633,0.0,17,0.68,True,1.0
317.14,87.14,573,14220,0.268,40.51,573,0.0,17,0.68,True,1.0
307.09,108.15,667,14220,0.352,47.04,667,0.0,17,0.68,True,1.0
273.74,40.35,688,14220,0.108,41.28,688,0.0,17,0.68,True,1.0
320.93,118.05,676,14220,0.245,48.77,676,0.0,17,0.68,True,1.0
333.23,60.02,448,14220,0.255,30.68,448,0.0,18,0.72,True,1.0
335.81,88.15,462,14220,0.306,42.2,462,0.0,18,0.72,True,1.0
335.75,35.13,507,14220,0.254,38.91,507,0.0,18,0.72,True,1.0
330.48,112.92,381,14220,0.394,30.26,381,0.0,18,0.72,True,1.0
343.73,62.07,157,14220,0.511,15.44,157,0.0,18,0.72,False,0.0
314.22,118.71,607,14220,0.206,43.85,607,0.0,18,0.72,True,1.0
314.29,85.43,522,14220,0.247,40.97,522,0.0,18,0.72,True,1.0
304.15,107.44,684,14220,0.252,47.97,684,0.0,18,0.72,True,1.0
271.9,39.1,709,14220,0.144,41.59,709,0.0,18,0.72,True,1.0
320.94,30.02,679,14220,0.377,52.5,679,0.0,18,0.72,True,1.0
343.86,59.8,191,14220,0.559,16.63,191,0.0,19,0.76,False,0.0
336.44,88.96,466,14220,0.269,41.27,466,0.0,19,0.76,True,1.0
330.53,111.79,377,14220,0.415,31.1,377,0.0,19,0.76,True,1.0
331.38,60.17,361,14220,0.23,32.47,361,0.0,19,0.76,True,1.0
331.19,34.69,552,14220,0.279,39.51,552,0.0,19,0.76,True,1.0
319.95,30.06,650,14220,0.345,49.88,650,0.0,19,0.76,True,1.0
315.9,87.15,646,14220,0.266,40.1,646,0.0,19,0.76,True,1.0
314.06,119.21,669,14220,0.254,42.84,669,0.0,19,0.76,True,1.0
303.03,107.27,692,14220,0.32,48.12,692,0.0,19,0.76,True,1.0
266.25,37.1,663,14220,0.248,45.38,663,0.0,19,0.76,True,1.0
337.23,89.69,414,14220,0.281,39.97,414,0.0,20,0.8,True,1.0
330.58,109.74,389,14220,0.41,33.38,389,0.0,20,0.8,True,1.0
326.26,60.15,428,14220,0.036,46.13,428,0.0,20,0.8,True,1.0
325.9,34.92,635,14220,0.126,54.21,635,0.0,20,0.8,True,1.0
313.79,119.22,585,14220,0.256,40.18,585,0.0,20,0.8,True,1.0
310.34,84.79,616,14220,0.251,44.43,616,0.0,20,0.8,True,1.0
301.92,107.13,676,14220,0.316,50.17,676,0.0,20,0.8,True,1.0
263.31,36.25,642,14220,0.232,46.34,642,0.0,20,0.8,True,1.0
318.01,29.93,656,14220,0.364,52.51,656,0.0,20,0.8,True,1.0
316.04,30.0,647,14220,0.379,51.68,647,0.0,21,0.84,True,1.0
261.15,34.94,683,14220,0.293,45.25,683,0.0,21,0.84,True,1.0
299.84,106.64,676,14220,0.25,48.69,676,0.0,21,0.84,True,1.0
307.14,119.65,624,14220,0.245,40.43,624,0.0,21,0.84,True,1.0
308.41,83.7,583,14220,0.22,44.79,583,0.0,21,0.84,True,1.0
324.99,34.8,747,14220,0.169,58.57,747,0.0,21,0.84,True,1.0
325.64,60.65,670,14220,0.084,56.27,670,0.0,21,0.84,True,1.0
330.57,108.57,259,14220,0.287,27.33,259,0.0,21,0.84,False,0.0
336.29,56.22,480,14220,0.391,34.68,480,0.0,21,0.84,True,1.0
337.62,90.27,396,14220,0.272,35.37,396,0.0,21,0.84,True,1.0
329.69,101.86,333,14220,0.375,25.78,333,0.0,22,0.88,False,0.0
325.6,61.15,724,14220,0.187,57.17,724,0.0,22,0.88,True,1.0
336.07,55.44,552,14220,0.349,45.06,552,0.0,22,0.88,True,1.0
324.96,33.94,761,14220,0.172,52.24,761,0.0,22,0.88,True,1.0
338.08,91.1,467,14220,0.325,42.6,467,0.0,22,0.88,True,1.0
308.79,119.82,605,14220,0.213,41.03,605,0.0,22,0.88,True,1.0
306.14,82.86,654,14220,0.301,45.74,654,0.0,22,0.88,True,1.0
297.89,106.13,668,14220,0.307,50.22,668,0.0,22,0.88,True,1.0
259.37,33.81,652,14220,0.242,43.94,652,0.0,22,0.88,True,1.0
314.97,29.84,625,14220,0.32,50.22,625,0.0,22,0.88,True,1.0
338.86,91.79,464,14220,0.307,44.44,464,0.0,23,0.92,True,1.0
336.01,55.22,577,14220,0.381,43.8,577,0.0,23,0.92,True,1.0
330.16,99.12,502,14220,0.488,39.53,502,0.0,23,0.92,True,1.0
324.74,60.72,776,14220,0.079,53.42,776,0.0,23,0.92,True,1.0
324.83,34.02,757,14220,0.115,54.48,757,0.0,23,0.92,True,1.0
313.83,29.81,609,14220,0.331,50.21,609,0.0,23,0.92,True,1.0
306.81,120.07,595,14220,0.242,41.02,595,0.0,23,0.92,True,1.0
304.33,82.75,606,14220,0.245,45.72,606,0.0,23,0.92,True,1.0
295.01,106.01,679,14220,0.327,48.5,679,0.0,23,0.92,True,1.0
260.72,34.0,730,14220,0.13,45.72,730,0.0,23,0.92,True,1.0
338.86,93.02,525,14220,0.319,46.08,525,0.0,24,0.96,True,1.0
330.16,97.21,512,14220,0.469,41.27,512,0.0,24,0.96,True,1.0
323.89,33.33,760,14220,0.138,49.28,760,0.0,24,0.96,True,1.0
320.97,61.33,731,14220,0.185,44.88,731,0.0,24,0.96,True,1.0
335.96,54.98,591,14220,0.412,41.47,591,0.0,24,0.96,True,1.0
303.81,120.34,598,14220,0.236,39.87,598,0.0,24,0.96,True,1.0
301.41,81.9,587,14220,0.25,47.28,587,0.0,24,0.96,True,1.0
294.84,105.76,614,14220,0.28,45.48,614,0.0,24,0.96,True,1.0
257.83,33.03,782,14220,0.155,46.48,782,0.0,24,0.96,True,1.0
311.9,29.88,631,14220,0.338,51.09,631,0.0,24,0.96,True,1.0
338.71,93.0,542,14220,0.306,43.56,542,0.0,25,1.0,True,1.0
330.16,96.26,510,14220,0.492,41.49,510,0.0,25,1.0,True,1.0
322.71,33.03,737,14220,0.165,50.99,737,0.0,25,1.0,True,1.0
318.88,61.84,723,14220,0.184,44.38,723,0.0,25,1.0,True,1.0
335.92,54.01,589,14220,0.43,41.29,589,0.0,25,1.0,True,1.0
301.81,120.34,603,14220,0.23,40.46,603,0.0,25,1.0,True,1.0
299.24,81.13,604,14220,0.277,43.97,604,0.0,25,1.0,True,1.0
291.88,104.82,652,14220,0.285,46.86,652,0.0,25,1.0,True,1.0
255.88,31.36,792,14220,0.141,44.8,792,0.0,25,1.0,True,1.0
309.91,29.92,649,14220,0.357,52.64,649,0.0,25,1.0,True,1.0
338.38,93.25,556,14220,0.287,41.35,556,0.0,26,1.04,True,1.0
335.97,52.89,604,14220,0.454,41.14,604,0.0,26,1.04,True,1.0
320.82,32.95,751,14220,0.166,53.25,751,0.0,26,1.04,True,1.0
316.06,62.02,754,14220,0.253,46.78,754,0.0,26,1.04,True,1.0
299.77,120.33,597,14220,0.226,41.14,597,0.0,26,1.04,True,1.0
299.01,81.86,696,14220,0.266,45.11,696,0.0,26,1.04,True,1.0
289.84,104.85,642,14220,0.28,46.78,642,0.0,26,1.04,True,1.0
254.07,30.78,807,14220,0.169,45.73,807,0.0,26,1.04,True,1.0
308.06,29.92,646,14220,0.34,53.04,646,0.0,26,1.04,True,1.0
314.86,61.9,720,14220,0.17,47.03,720,0.0,27,1.08,True,1.0
335.85,51.96,578,14220,0.436,38.5,578,0.0,27,1.08,True,1.0
318.93,32.31,754,14220,0.164,48.9,754,0.0,27,1.08,True,1.0
306.93,29.87,654,14220,0.325,53.07,654,0.0,27,1.08,True,1.0
338.25,93.14,567,14220,0.279,41.41,567,0.0,27,1.08,True,1.0
293.15,120.93,590,14220,0.253,40.16,590,0.0,27,1.08,True,1.0
252.98,30.62,782,14220,0.136,44.12,782,0.0,27,1.08,True,1.0
296.99,82.2,692,14220,0.29,45.57,692,0.0,27,1.08,True,1.0
287.94,104.54,623,14220,0.224,44.95,623,0.0,27,1.08,True,1.0
338.14,93.03,582,14220,0.281,41.26,582,0.0,28,1.12,True,1.0
249.34,29.68,720,14220,0.184,47.53,720,0.0,28,1.12,True,1.0
285.92,103.72,643,14220,0.275,47.33,643,0.0,28,1.12,True,1.0
291.16,121.16,586,14220,0.256,41.06,586,0.0,28,1.12,True,1.0
294.99,81.19,685,14220,0.304,43.49,685,0.0,28,1.12,True,1.0
304.99,29.85,654,14220,0.336,51.58,654,0.0,28,1.12,True,1.0
313.85,62.05,732,14220,0.192,47.33,732,0.0,28,1.12,True,1.0
317.72,32.28,712,14220,0.121,47.33,712,0.0,28,1.12,True,1.0
335.45,50.1,532,14220,0.292,38.43,532,0.0,28,1.12,True,1.0
335.42,49.13,529,14220,0.285,40.1,529,0.0,29,1.16,True,1.0
315.71,32.27,716,14220,0.107,48.01,716,0.0,29,1.16,True,1.0
313.04,62.19,742,14220,0.226,47.07,742,0.0,29,1.16,True,1.0
303.11,29.72,600,14220,0.249,47.64,600,0.0,29,1.16,True,1.0
282.86,102.72,650,14220,0.271,46.51,650,0.0,29,1.16,True,1.0
289.17,121.39,595,14220,0.228,40.86,595,0.0,29,1.16,True,1.0
248.19,29.18,745,14220,0.166,46.69,745,0.0,29,1.16,True,1.0
338.17,93.03,538,14220,0.252,37.28,538,0.0,29,1.16,True,1.0
290.46,79.3,525,14220,0.229,43.87,525,0.0,29,1.16,True,1.0
335.33,48.29,507,14220,0.294,40.3,507,0.0,30,1.2,True,1.0
288.08,121.35,613,14220,0.258,40.5,613,0.0,30,1.2,True,1.0
331.35,87.94,507,14220,0.448,36.47,507,0.0,30,1.2,True,1.0
338.14,92.99,544,14220,0.241,37.62,544,0.0,30,1.2,True,1.0
313.83,32.15,737,14220,0.132,48.94,737,0.0,30,1.2,True,1.0
246.22,28.78,682,14220,0.209,46.25,682,0.0,30,1.2,True,1.0
302.02,29.73,613,14220,0.262,48.36,613,0.0,30,1.2,True,1.0
292.88,79.99,669,14220,0.28,43.37,669,0.0,30,1.2,True,1.0
280.87,102.72,650,14220,0.269,46.64,650,0.0,30,1.2,True,1.0
312.0,62.34,745,14220,0.199,47.02,745,0.0,30,1.2,True,1.0
337.17,93.62,496,14220,0.272,35.9,496,0.0,31,1.24,True,1.0
335.09,47.37,405,14220,0.281,35.53,405,0.0,31,1.24,True,1.0
331.59,87.68,463,14220,0.425,36.09,463,0.0,31,1.24,True,1.0
312.03,31.82,750,14220,0.176,45.71,750,0.0,31,1.24,True,1.0
311.06,62.22,769,14220,0.22,45.89,769,0.0,31,1.24,True,1.0
300.23,29.8,567,14220,0.271,46.63,567,0.0,31,1.24,True,1.0
288.81,121.66,590,14220,0.187,39.23,590,0.0,31,1.24,True,1.0
277.98,102.16,666,14220,0.336,47.19,666,0.0,31,1.24,True,1.0
244.16,28.35,741,14220,0.214,46.26,741,0.0,31,1.24,True,1.0
289.93,79.16,693,14220,0.284,44.41,693,0.0,31,1.24,True,1.0
310.97,62.2,773,14220,0.227,47.71,773,0.0,32,1.28,True,1.0
334.72,46.74,338,14220,0.262,33.74,338,0.0,32,1.28,True,1.0
331.68,86.78,505,14220,0.46,39.37,505,0.0,32,1.28,True,1.0
337.13,93.79,519,14220,0.301,38.59,519,0.0,32,1.28,True,1.0
310.91,31.79,729,14220,0.149,46.16,729,0.0,32,1.28,True,1.0
286.82,121.38,589,14220,0.213,38.59,589,0.0,32,1.28,True,1.0
283.54,77.18,538,14220,0.208,44.8,538,0.0,32,1.28,True,1.0
276.92,101.66,636,14220,0.266,46.93,636,0.0,32,1.28,True,1.0
243.22,27.65,740,14220,0.208,49.45,740,0.0,32,1.28,True,1.0
299.24,29.57,550,14220,0.205,41.31,550,0.0,32,1.28,True,1.0
337.85,94.16,540,14220,0.23,40.07,540,0.0,33,1.32,True,1.0
334.66,46.12,340,14220,0.261,30.24,340,0.0,33,1.32,True,1.0
331.76,85.78,474,14220,0.469,37.1,474,0.0,33,1.32,True,1.0
310.07,62.26,778,14220,0.223,47.3,778,0.0,33,1.32,True,1.0
308.91,31.29,728,14220,0.148,45.82,728,0.0,33,1.32,True,1.0
298.15,29.38,534,14220,0.257,37.84,534,0.0,33,1.32,True,1.0
284.96,77.18,662,14220,0.271,43.59,662,0.0,33,1.32,True,1.0
283.91,121.39,609,14220,0.233,38.58,609,0.0,33,1.32,True,1.0
274.05,100.93,660,14220,0.299,46.38,660,0.0,33,1.32,True,1.0
242.16,27.54,703,14220,0.203,44.89,703,0.0,33,1.32,True,1.0
337.07,94.45,530,14220,0.227,37.7,530,0.0,34,1.36,True,1.0
331.96,84.81,474,14220,0.519,37.5,474,0.0,34,1.36,True,1.0
309.97,62.18,782,14220,0.218,48.56,782,0.0,34,1.36,True,1.0
307.86,31.26,723,14220,0.133,45.69,723,0.0,34,1.36,True,1.0
333.84,44.81,343,14220,0.262,27.46,343,0.0,34,1.36,False,0.0
282.97,77.02,678,14220,0.265,43.85,678,0.0,34,1.36,True,1.0
281.91,121.38,609,14220,0.232,38.72,609,0.0,34,1.36,True,1.0
272.86,100.86,636,14220,0.267,46.31,636,0.0,34,1.36,True,1.0
242.81,27.04,743,14220,0.223,52.04,743,0.0,34,1.36,True,1.0
296.43,29.29,482,14220,0.217,38.11,482,0.0,34,1.36,True,1.0
337.01,94.72,482,14220,0.265,35.79,482,0.0,35,1.4,True,1.0
332.08,82.98,486,14220,0.532,36.17,486,0.0,35,1.4,True,1.0
309.02,62.24,778,14220,0.225,48.29,778,0.0,35,1.4,True,1.0
305.87,31.29,705,14220,0.145,46.02,705,0.0,35,1.4,True,1.0
333.07,43.16,333,14220,0.262,22.72,333,0.0,35,1.4,False,0.0
279.77,121.85,553,14220,0.231,39.2,553,0.0,35,1.4,True,1.0
280.03,77.15,675,14220,0.337,43.74,675,0.0,35,1.4,True,1.0
267.22,99.23,558,14220,0.297,44.69,558,0.0,35,1.4,True,1.0
240.89,27.13,704,14220,0.275,48.1,704,0.0,35,1.4,True,1.0
295.31,29.22,459,14220,0.276,35.22,459,0.0,35,1.4,True,1.0
335.7,94.03,466,14220,0.286,37.39,466,0.0,36,1.44,True,1.0
332.85,41.86,358,14220,0.306,24.4,358,0.0,36,1.44,False,0.0
332.3,82.88,499,14220,0.461,35.59,499,0.0,36,1.44,True,1.0
307.0,61.91,777,14220,0.279,50.99,777,0.0,36,1.44,True,1.0
278.03,75.97,689,14220,0.314,44.39,689,0.0,36,1.44,True,1.0
274.13,121.88,572,14220,0.287,40.19,572,0.0,36,1.44,True,1.0
265.26,98.42,550,14220,0.25,43.99,550,0.0,36,1.44,True,1.0
238.15,27.18,719,14220,0.242,49.19,719,0.0,36,1.44,True,1.0
304.74,31.28,677,14220,0.116,45.19,677,0.0,36,1.44,True,1.0
331.99,38.25,407,14220,0.333,26.64,407,0.0,37,1.48,False,0.0
332.57,80.99,521,14220,0.419,36.92,521,0.0,37,1.48,True,1.0
332.12,94.71,499,14220,0.275,34.63,499,0.0,37,1.48,True,1.0
306.06,61.84,732,14220,0.257,47.0,732,0.0,37,1.48,True,1.0
263.18,98.09,570,14220,0.325,45.48,570,0.0,37,1.48,True,1.0
275.02,75.05,667,14220,0.351,45.1,667,0.0,37,1.48,True,1.0
